Antal nya cancerfall per 100 000 personer (crude rate), Ålder: 45-85+, Män, Diagnos:177 Prostata (blåshalskörtel), oavsett tumörtyp
År;Region;45­49;50­54;55­59;60­64;65­69;70­74;75­79;80­84;85+;Totalt
1982;Blekinge län;22,73;0,00;70,39;183,59;192,24;512,09;874,75;1295,90;137,36;267,00
1982;Skåne län;7,28;10,84;45,12;134,75;316,60;527,72;748,89;1159,63;1176,86;272,90
1982;Hallands län;0,00;0,00;77,29;136,75;310,37;460,55;764,14;1060,45;556,59;251,15
1982;Västra Götalands län;2,74;21,42;37,93;137,72;282,09;509,71;781,73;1044,62;767,32;255,27
1982;Värmlands län;0,00;12,07;34,68;120,23;257,02;554,46;683,91;822,28;838,87;243,40
1982;Örebro län;0,00;14,33;90,23;179,24;335,93;418,86;918,06;1149,43;934,94;299,97
1982;Västmanlands län;0,00;30,56;44,73;116,74;82,86;562,42;750,94;1110,43;1375,00;227,87
1982;Dalarnas län;0,00;0,00;60,73;109,88;370,94;453,74;750,19;877,54;771,90;258,14
1982;Gävleborgs län;0,00;0,00;57,95;109,60;203,17;423,64;821,02;663,23;892,19;226,98
1982;Västernorrlands län;0,00;13,16;49,46;98,36;250,16;608,76;843,59;1078,84;1009,68;274,76
1982;Jämtlands län;0,00;0,00;24,51;109,84;167,20;435,73;631,31;834,49;602,05;214,17
1982;Västerbottens län;0,00;30,24;70,73;156,48;204,89;354,99;648,87;1089,92;835,07;220,10
1982;Norrbottens län;25,26;12,64;117,69;129,21;328,87;657,50;495,51;1095,10;1184,83;251,33
1981;Riket;5,04;17,42;46,88;146,16;304,00;548,88;826,35;937,51;952,23;261,44
1981;Stockholms län;0,00;15,38;53,77;128,74;311,94;526,84;899,94;979,21;1147,32;234,04
1981;Uppsala län;16,20;32,65;78,30;130,21;287,56;602,41;731,96;573,22;1687,39;278,40
1981;Södermanlands län;0,00;44,64;27,97;209,25;407,81;878,59;1304,96;1998,95;1187,53;412,47
1981;Östergötlands län;0,00;19,18;26,37;141,79;250,98;524,59;1062,89;698,72;936,91;259,62
1981;Jönköpings län;12,38;23,93;86,44;213,14;300,25;467,75;824,92;1101,61;1342,76;296,06
1981;Kronobergs län;0,00;42,42;80,03;227,88;281,51;595,83;854,70;635,29;583,09;285,31
1981;Kalmar län;15,95;0,00;28,29;152,07;183,02;428,09;649,35;803,21;479,42;218,37
1981;Gotlands län;0,00;0,00;0,00;200,00;348,19;321,03;355,03;617,28;383,88;188,50
1981;Blekinge län;22,78;0,00;23,04;114,51;285,14;428,82;1020,20;722,54;1283,88;263,29
1981;Skåne län;7,35;32,09;43,97;147,01;356,44;597,80;825,73;961,36;1070,35;282,84
1981;Hallands län;0,00;32,41;75,32;124,58;239,46;613,50;817,81;1614,21;584,80;288,74
1981;Västra Götalands län;11,00;15,84;31,89;114,21;289,76;528,17;745,23;786,97;936,81;240,52
1981;Värmlands län;0,00;0,00;66,69;155,79;226,87;454,61;796,04;867,27;592,59;238,25
1981;Örebro län;0,00;14,11;24,62;203,32;370,69;554,37;652,30;1327,05;712,59;290,88
1981;Västmanlands län;0,00;0,00;0,00;132,45;427,74;553,90;674,05;838,71;758,05;235,44
1981;Dalarnas län;13,76;13,02;69,46;165,24;343,83;725,26;772,03;1065,36;645,68;305,09
1981;Gävleborgs län;0,00;12,00;78,36;166,73;348,91;511,18;836,73;563,06;703,67;260,50
1981;Västernorrlands län;0,00;13,03;47,55;200,98;258,29;511,95;747,93;1162,54;1213,70;275,82
1981;Jämtlands län;0,00;0,00;23,53;65,97;307,58;647,06;803,04;714,80;483,09;255,27
1981;Västerbottens län;0,00;15,00;41,48;142,08;316,41;438,25;866,71;834,26;1107,42;244,55
1981;Norrbottens län;0,00;0,00;64,93;130,47;164,37;520,21;890,59;1069,20;978,59;220,55
1980;Riket;4,11;20,65;55,02;151,78;286,61;553,94;766,27;934,72;886,64;252,12
1980;Stockholms län;5,07;17,56;49,15;136,77;319,11;591,40;859,03;1108,40;995,02;237,66
1980;Uppsala län;16,26;16,17;75,85;317,81;321,26;712,56;1139,43;901,14;1528,09;360,44
1980;Södermanlands län;0,00;87,97;26,82;202,39;418,44;779,47;1180,37;1987,11;2965,24;429,62
1980;Östergötlands län;0,00;18,72;75,82;181,40;289,12;493,86;592,62;1136,76;630,72;246,06
1980;Jönköpings län;0,00;11,78;103,54;186,57;367,34;712,26;1303,44;739,59;947,52;336,01
1980;Kronobergs län;0,00;20,91;19,45;230,46;321,10;405,73;895,74;822,08;801,20;272,70
1980;Kalmar län;0,00;45,02;95,67;41,91;250,30;449,03;506,88;706,09;493,62;209,29
1980;Gotlands län;0,00;0,00;0,00;270,36;202,29;325,47;360,14;1084,60;1176,47;217,60
1980;Blekinge län;22,87;23,17;88,63;93,43;140,88;685,52;377,83;512,82;742,94;205,64
1980;Skåne län;3,67;38,64;39,25;155,29;302,27;676,09;720,81;1028,44;973,51;273,85
1980;Hallands län;0,00;31,98;29,34;144,82;240,05;750,16;592,36;651,82;612,56;238,15
1980;Västra Götalands län;0,00;18,17;61,32;115,17;275,32;470,39;686,91;721,45;627,54;217,81
1980;Värmlands län;0,00;0,00;42,07;173,27;184,59;489,00;542,06;801,83;467,11;205,51
1980;Örebro län;15,06;27,71;58,27;97,72;366,80;614,54;778,49;1016,80;724,05;281,68
1980;Västmanlands län;0,00;0,00;55,52;120,19;260,71;379,23;902,10;1263,30;766,77;226,55
1980;Dalarnas län;0,00;0,00;76,96;146,31;318,41;332,51;739,00;1076,83;575,42;239,74
1980;Gävleborgs län;37,49;0,00;64,20;161,43;291,86;573,85;681,58;539,60;726,98;243,80
1980;Västernorrlands län;0,00;12,82;57,54;230,52;252,76;505,01;895,91;1145,37;1559,63;293,40
1980;Jämtlands län;0,00;0,00;44,66;202,36;187,53;444,25;725,88;1226,99;616,14;256,90
1980;Västerbottens län;0,00;14,61;53,75;201,45;287,59;599,58;757,81;874,64;808,78;253,14
1980;Norrbottens län;0,00;12,70;12,79;103,38;130,52;386,22;712,90;670,32;1017,16;164,00
1979;Riket;1,36;16,77;65,51;145,43;294,62;529,92;775,76;916,88;976,31;248,33
1979;Stockholms län;2,53;24,31;80,71;158,76;326,31;514,50;804,84;1018,81;1112,94;232,34
1979;Uppsala län;0,00;0,00;29,84;186,84;372,97;534,87;913,94;903,77;931,10;279,42
1979;Södermanlands län;0,00;28,86;52,28;221,83;442,24;761,12;1320,04;1677,04;2803,74;417,68
1979;Östergötlands län;0,00;0,00;73,84;128,68;375,94;563,86;785,60;840,63;577,29;253,33
1979;Jönköpings län;0,00;34,41;130,84;212,34;327,56;494,79;876,21;953,52;596,57;281,27
1979;Kronobergs län;0,00;0,00;96,23;167,64;254,08;495,57;787,40;423,22;931,68;245,52
1979;Kalmar län;0,00;0,00;66,70;98,03;261,64;470,75;772,67;731,60;579,95;234,90
1979;Gotlands län;0,00;0,00;127,55;200,60;330,47;166,32;726,39;1135,07;0,00;226,93
1979;Blekinge län;22,90;23,02;43,15;70,41;163,38;513,63;384,86;751,31;616,33;185,09
1979;Skåne län;0,00;24,16;57,83;153,79;295,87;563,42;628,38;1034,04;1161,20;254,08
1979;Hallands län;0,00;15,80;72,34;229,89;323,18;471,34;805,02;1182,43;313,32;263,18
1979;Västra Götalands län;0,00;17,80;53,02;140,57;254,36;524,65;736,75;798,82;841,74;231,36
1979;Värmlands län;0,00;11,57;50,92;223,66;328,27;433,22;547,71;973,90;729,93;240,26
1979;Örebro län;0,00;13,39;67,78;147,80;274,08;593,72;930,79;905,59;819,34;275,77
1979;Västmanlands län;0,00;14,69;54,33;60,06;259,42;655,24;871,54;751,88;502,20;219,56
1979;Dalarnas län;0,00;0,00;53,44;114,29;277,64;505,01;840,24;713,09;1256,81;249,43
1979;Gävleborgs län;0,00;0,00;62,27;93,53;275,42;435,67;754,55;758,79;979,19;227,14
1979;Västernorrlands län;0,00;24,95;45,44;153,81;354,03;677,91;764,82;906,21;1435,41;288,37
1979;Jämtlands län;0,00;0,00;86,52;45,14;187,00;362,70;732,13;1086,56;1326,10;240,86
1979;Västerbottens län;0,00;14,26;52,99;86,76;288,14;504,74;1118,19;1146,65;1175,78;263,88
1979;Norrbottens län;12,50;25,28;64,04;88,63;145,18;546,22;560,04;694,66;1063,12;181,56
1978;Riket;4,91;16,80;49,58;138,85;279,16;507,74;780,26;972,35;919,18;237,94
1978;Stockholms län;10,04;16,45;43,73;142,69;293,66;532,51;921,23;1185,83;1043,71;226,21
1978;Uppsala län;0,00;0,00;75,62;133,56;425,87;414,62;741,43;1393,73;870,83;277,57
1978;Södermanlands län;29,74;42,20;65,21;247,87;349,44;854,19;1260,69;1595,16;2075,77;399,23
1978;Östergötlands län;9,76;17,71;41,16;73,02;274,59;525,36;709,15;750,13;786,89;216,50
1978;Jönköpings län;12,04;22,15;69,99;144,13;257,31;636,25;1207,01;1180,78;830,50;300,72
1978;Kronobergs län;0,00;40,20;77,68;123,23;273,40;480,51;1415,09;1347,21;866,27;334,75
1978;Kalmar län;0,00;0,00;0,00;81,83;232,94;513,48;488,28;605,50;586,76;190,11
1978;Gotlands län;0,00;0,00;0,00;131,28;264,55;255,32;745,34;1816,12;423,73;236,46
1978;Blekinge län;0,00;22,90;21,55;67,73;305,67;404,16;389,69;465,48;469,12;168,02
1978;Skåne län;3,59;10,21;74,19;183,37;295,52;652,39;784,17;1066,70;1299,89;281,09
1978;Hallands län;0,00;31,14;0,00;32,82;339,47;725,20;793,91;760,90;963,60;247,64
1978;Västra Götalands län;2,64;22,30;60,21;138,51;243,70;381,28;817,47;931,36;688,47;220,34
1978;Värmlands län;0,00;11,34;30,53;69,84;301,01;363,88;483,09;599,64;589,47;175,64
1978;Örebro län;0,00;12,83;44,98;97,13;376,06;454,43;780,58;644,86;926,71;237,57
1978;Västmanlands län;0,00;29,01;40,59;192,09;261,14;476,73;756,48;988,35;1136,36;229,03
1978;Dalarnas län;13,15;0,00;63,50;159,64;213,97;474,51;441,35;795,98;965,34;209,54
1978;Gävleborgs län;0,00;11,40;20,63;138,51;237,87;266,21;672,38;818,16;506,33;186,92
1978;Västernorrlands län;0,00;24,38;56,80;50,61;351,77;508,99;757,95;1083,63;771,83;244,49
1978;Jämtlands län;0,00;0,00;21,27;199,16;213,30;433,44;641,16;656,46;946,19;224,82
1978;Västerbottens län;0,00;0,00;66,50;185,94;207,65;657,49;606,06;914,08;1305,64;239,07
1978;Norrbottens län;0,00;24,99;26,04;218,37;193,35;544,90;435,58;927,77;418,99;184,32
1977;Riket;3,96;15,57;54,86;140,55;283,63;481,78;727,52;1081,06;978,93;234,26
1977;Stockholms län;7,46;25,06;63,73;149,86;313,46;569,52;733,49;1339,41;1261,58;230,55
1977;Uppsala län;0,00;0,00;92,05;99,21;372,77;594,45;1040,68;1082,54;996,02;297,02
1977;Södermanlands län;0,00;13,84;65,27;213,84;689,07;785,66;1406,51;2560,46;2945,82;485,29
1977;Östergötlands län;0,00;17,29;33,05;190,17;176,57;457,67;711,33;1243,83;871,61;227,15
1977;Jönköpings län;11,84;42,99;59,84;164,28;295,86;463,11;808,50;1275,51;1428,03;275,01
1977;Kronobergs län;21,05;0,00;58,48;120,57;253,49;380,43;441,10;1366,04;565,29;223,58
1977;Kalmar län;0,00;0,00;39,40;26,38;191,51;401,85;926,27;992,44;527,24;215,53
1977;Gotlands län;0,00;0,00;0,00;259,66;197,63;436,11;631,71;701,75;433,84;206,52
1977;Blekinge län;0,00;0,00;64,65;153,26;213,24;263,93;486,73;324,28;317,71;151,31
1977;Skåne län;3,53;10,03;58,55;145,31;308,68;503,58;795,02;1267,26;1236,12;261,53
1977;Hallands län;0,00;15,28;29,54;146,42;189,62;469,80;472,41;962,12;647,60;193,32
1977;Västra Götalands län;2,60;12,07;58,35;138,95;253,74;456,59;714,97;874,23;745,36;215,77
1977;Värmlands län;0,00;11,08;30,73;114,53;251,53;400,15;529,86;952,18;505,26;193,29
1977;Örebro län;0,00;12,30;55,70;191,65;311,47;528,33;708,86;1313,01;782,95;265,86
1977;Västmanlands län;14,80;14,22;53,82;88,08;249,21;420,27;637,42;932,90;1191,26;194,66
1977;Dalarnas län;0,00;35,36;42,00;113,18;236,67;600,55;832,05;1093,82;821,54;254,21
1977;Gävleborgs län;0,00;11,08;61,78;114,16;189,53;286,14;722,89;764,49;1045,30;194,70
1977;Västernorrlands län;0,00;11,84;57,44;112,13;285,10;368,14;802,41;828,26;884,52;217,73
1977;Jämtlands län;0,00;23,82;20,96;87,08;192,98;407,84;384,04;586,08;482,51;164,92
1977;Västerbottens län;14,75;13,62;79,76;227,27;386,07;605,30;615,88;498,29;1194,03;252,10
1977;Norrbottens län;0,00;12,42;26,25;101,10;323,86;405,59;309,76;626,30;293,26;146,47
1976;Riket;4,35;15,88;53,91;153,06;285,54;506,93;782,17;968,11;899,52;233,22
1976;Stockholms län;7,39;17,53;55,94;185,44;281,82;456,47;798,57;1164,21;881,06;208,11
1976;Uppsala län;0,00;30,54;0,00;132,63;392,44;644,66;740,14;988,20;1249,35;276,31
1976;Södermanlands län;14,53;40,39;118,46;267,04;601,39;776,46;1371,14;2282,04;2459,89;464,79
1976;Östergötlands län;9,39;0,00;33,18;179,54;207,67;640,94;797,53;1274,12;823,05;250,34
1976;Jönköpings län;0,00;20,82;70,17;140,62;240,49;581,54;805,69;757,74;964,39;237,71
1976;Kronobergs län;0,00;0,00;0,00;138,34;235,27;468,38;811,96;828,03;345,42;217,19
1976;Kalmar län;0,00;0,00;79,10;115,98;274,27;318,42;544,82;774,44;726,61;198,64
1976;Gotlands län;0,00;64,72;0,00;127,15;197,50;0,00;636,94;993,79;836,82;166,82
1976;Blekinge län;0,00;0,00;21,48;86,86;260,94;447,03;634,78;584,55;160,38;178,12
1976;Skåne län;0,00;22,79;66,06;185,93;312,03;640,13;979,16;1255,77;1058,57;289,48
1976;Hallands län;0,00;0,00;30,21;145,26;211,08;436,83;443,01;626,17;1382,24;189,63
1976;Västra Götalands län;7,67;9,36;63,90;152,37;289,83;541,81;759,43;824,85;759,66;230,69
1976;Värmlands län;11,66;42,63;41,70;89,46;240,01;310,39;760,88;474,75;667,50;185,63
1976;Örebro län;0,00;0,00;111,04;164,91;369,71;530,73;707,73;859,19;970,87;258,65
1976;Västmanlands län;0,00;27,46;67,91;116,78;237,89;500,42;735,72;1246,33;555,56;208,67
1976;Dalarnas län;12,84;11,26;52,61;134,84;262,14;454,32;796,43;946,64;831,41;232,62
1976;Gävleborgs län;0,00;10,72;52,16;134,02;283,89;381,59;559,22;882,03;702,99;202,38
1976;Västernorrlands län;0,00;11,38;46,95;97,63;245,41;524,98;806,03;846,19;1004,52;224,51
1976;Jämtlands län;0,00;0,00;20,94;107,53;220,05;280,37;567,44;819,98;496,89;177,68
1976;Västerbottens län;0,00;39,86;0,00;70,99;194,38;552,90;991,74;699,30;996,88;210,21
1976;Norrbottens län;0,00;12,31;13,27;157,75;309,19;301,73;500,00;356,25;773,40;149,55
1975;Riket;2,99;15,26;62,82;127,24;270,61;511,59;768,10;1016,81;1090,33;229,81
1975;Stockholms län;2,41;14,65;69,81;116,73;237,32;686,91;782,53;1178,78;1289,42;214,39
1975;Uppsala län;15,91;0,00;111,87;230,19;288,52;520,07;1003,89;1239,09;1180,26;304,03
1975;Södermanlands län;14,33;51,37;67,79;359,46;468,35;1121,15;1621,11;2261,90;2418,91;498,57
1975;Östergötlands län;0,00;8,16;17,01;133,65;300,38;401,06;656,95;694,71;697,11;191,09
1975;Jönköpings län;0,00;0,00;103,05;138,47;159,77;473,62;707,06;1055,53;818,45;214,38
1975;Kronobergs län;0,00;37,43;19,86;155,85;284,56;412,48;597,13;865,51;806,45;223,01
1975;Kalmar län;0,00;26,51;66,34;50,75;248,76;407,62;750,37;897,08;723,33;214,04
1975;Gotlands län;0,00;0,00;0,00;0,00;134,41;180,91;523,22;254,78;0,00;87,96
1975;Blekinge län;0,00;42,63;43,76;107,15;165,99;244,76;366,64;690,85;316,71;140,92
1975;Skåne län;6,86;12,59;78,38;156,01;308,85;518,07;891,07;1394,84;1361,96;276,07
1975;Hallands län;0,00;0,00;77,95;64,70;197,22;637,17;658,81;781,25;1063,83;215,55
1975;Västra Götalands län;2,51;13,49;80,47;110,42;239,27;518,96;813,12;986,77;1204,59;232,60
1975;Värmlands län;11,57;0,00;21,64;120,06;242,07;265,44;722,59;716,36;601,63;178,35
1975;Örebro län;0,00;88,96;90,89;139,49;389,16;465,68;776,96;883,44;1344,09;270,50
1975;Västmanlands län;0,00;0,00;27,85;101,66;381,94;515,34;1068,04;973,05;989,40;229,71
1975;Dalarnas län;0,00;10,70;10,75;111,78;206,14;426,26;680,35;576,75;641,61;179,87
1975;Gävleborgs län;0,00;10,30;64,89;152,52;440,35;493,94;599,56;717,81;1235,11;245,72
1975;Västernorrlands län;0,00;0,00;23,97;83,64;170,19;323,65;614,56;1073,07;915,56;173,95
1975;Jämtlands län;0,00;21,62;85,59;106,66;371,10;406,25;443,95;754,72;644,33;214,05
1975;Västerbottens län;0,00;0,00;53,94;71,23;243,47;496,97;652,47;581,21;655,74;177,07
1975;Norrbottens län;0,00;12,12;27,06;99,35;248,10;451,47;370,03;952,38;1278,98;163,80
1974;Riket;5,86;14,18;54,98;151,69;275,75;488,03;808,32;954,12;1060,90;227,30
1974;Stockholms län;2,32;20,43;42,93;203,56;315,53;466,80;911,49;1281,67;1368,89;222,23
1974;Uppsala län;0,00;29,26;80,80;163,32;350,13;751,88;981,03;1043,78;1600,00;321,88
1974;Södermanlands län;14,07;37,55;41,43;109,18;319,90;845,84;1082,97;1900,09;2073,73;341,37
1974;Östergötlands län;8,97;15,88;51,78;185,33;254,21;450,03;686,71;867,34;1144,49;219,81
1974;Jönköpings län;11,24;19,36;94,43;115,87;252,67;499,96;871,62;1362,14;1206,64;256,54
1974;Kronobergs län;20,07;0,00;59,46;134,91;223,89;410,12;343,12;992,56;672,65;193,16
1974;Kalmar län;0,00;12,94;39,74;112,82;293,46;249,60;501,53;860,98;642,20;181,37
1974;Gotlands län;66,67;0,00;0,00;119,76;69,86;180,18;1217,04;737,10;890,87;194,51
1974;Blekinge län;0,00;0,00;22,06;126,73;95,40;378,43;652,07;635,50;457,67;157,69
1974;Skåne län;3,38;18,58;55,25;161,77;348,00;596,77;898,67;1027,52;1318,53;269,55
1974;Hallands län;0,00;0,00;31,77;161,46;313,05;412,12;465,28;594,45;1087,55;192,73
1974;Västra Götalands län;14,78;13,19;56,83;134,52;262,21;449,32;837,77;817,42;896,68;216,51
1974;Värmlands län;0,00;0,00;65,84;140,13;134,51;346,78;688,78;554,91;259,63;162,82
1974;Örebro län;0,00;10,77;80,16;92,30;150,27;489,72;738,11;701,05;915,75;195,68
1974;Västmanlands län;0,00;0,00;83,83;187,29;269,30;483,46;1049,87;893,85;1138,79;230,06
1974;Dalarnas län;0,00;0,00;54,54;55,01;248,88;514,86;664,53;554,91;625,84;186,61
1974;Gävleborgs län;11,35;20,06;87,95;203,82;326,44;543,39;979,81;1040,49;908,68;279,44
1974;Västernorrlands län;0,00;0,00;72,10;188,84;239,08;532,87;627,30;840,34;1242,24;225,29
1974;Jämtlands län;0,00;0,00;64,58;106,43;252,46;252,92;1155,30;909,78;910,87;240,21
1974;Västerbottens län;0,00;12,70;0,00;128,22;311,96;399,20;634,81;658,11;1094,39;183,96
1974;Norrbottens län;0,00;24,30;40,60;140,58;308,54;651,62;724,91;1078,58;649,88;213,72
1973;Riket;4,49;17,93;49,79;117,12;265,30;508,14;747,33;927,20;1183,76;216,14
1973;Stockholms län;6,72;20,43;69,02;139,30;281,17;713,13;863,47;1102,89;1279,44;220,54
1973;Uppsala län;0,00;44,37;95,07;98,14;225,50;481,04;801,34;658,88;1064,40;227,75
1973;Södermanlands län;0,00;12,51;81,89;163,57;375,97;409,84;973,39;1662,56;1115,24;274,82
1973;Östergötlands län;0,00;31,76;0,00;148,65;308,93;515,74;738,16;790,98;1256,00;220,84
1973;Jönköpings län;0,00;19,20;31,24;84,33;312,01;492,74;712,20;806,64;1331,25;214,70
1973;Kronobergs län;0,00;37,61;19,27;134,36;182,29;385,94;862,24;1091,70;1133,79;234,80
1973;Kalmar län;0,00;25,57;51,49;111,68;228,44;326,56;518,88;958,14;373,13;180,99
1973;Gotlands län;0,00;0,00;0,00;59,21;143,78;91,20;547,20;719,42;1363,64;135,76
1973;Blekinge län;0,00;0,00;0,00;84,47;145,03;644,12;481,58;744,53;608,37;174,69
1973;Skåne län;9,99;21,83;44,11;124,02;325,13;556,90;802,81;772,26;1821,37;249,33
1973;Hallands län;0,00;0,00;31,79;96,64;228,03;498,19;741,29;1020,76;1664,82;224,79
1973;Västra Götalands län;7,21;24,30;63,33;99,78;307,16;505,87;706,78;972,21;1214,94;223,97
1973;Värmlands län;0,00;9,79;32,46;117,87;198,99;491,52;823,43;817,31;856,90;207,88
1973;Örebro län;12,45;10,71;67,54;114,44;236,14;519,20;804,88;913,01;1116,80;226,02
1973;Västmanlands län;0,00;0,00;54,84;100,90;261,98;420,33;946,70;678,22;867,68;184,17
1973;Dalarnas län;0,00;20,55;32,53;108,91;191,73;288,60;767,04;999,76;1332,74;198,56
1973;Gävleborgs län;11,15;0,00;10,85;116,95;135,53;436,00;343,10;1075,27;928,07;166,50
1973;Västernorrlands län;0,00;10,90;23,66;93,60;268,42;597,01;642,28;1021,23;419,07;204,87
1973;Jämtlands län;0,00;0,00;126,56;172,45;311,32;411,65;716,52;838,41;1197,60;253,13
1973;Västerbottens län;0,00;12,71;67,10;113,92;201,11;477,60;895,09;798,67;580,55;195,44
1973;Norrbottens län;0,00;0,00;26,70;98,34;177,89;342,38;637,32;477,90;169,35;124,51
1972;Riket;3,98;13,87;60,00;140,05;265,85;505,31;752,73;985,58;1202,18;219,69
1972;Stockholms län;8,63;18,43;75,69;154,25;296,92;523,93;886,86;1049,46;1293,62;206,71
1972;Uppsala län;0,00;0,00;78,74;65,60;303,12;652,15;672,49;1045,83;1210,79;248,37
1972;Södermanlands län;0,00;50,18;40,10;123,55;299,85;989,66;971,52;2332,00;1746,14;344,97
1972;Östergötlands län;0,00;15,91;50,80;78,48;259,66;334,40;451,76;747,88;1240,31;167,30
1972;Jönköpings län;0,00;19,17;61,77;159,96;347,25;344,50;918,15;892,23;819,67;223,53
1972;Kronobergs län;0,00;0,00;37,66;154,14;207,80;585,12;1245,23;945,80;1419,28;285,55
1972;Kalmar län;0,00;0,00;24,80;98,79;248,18;409,72;467,02;872,02;464,47;174,39
1972;Gotlands län;0,00;0,00;61,44;294,64;291,33;185,44;1102,69;978,00;863,93;251,46
1972;Blekinge län;0,00;0,00;62,05;105,99;343,31;294,99;400,50;467,73;310,56;154,95
1972;Skåne län;3,27;22,04;60,15;166,51;312,78;603,73;849,37;1166,27;1669,65;270,71
1972;Hallands län;0,00;14,77;47,30;196,34;271,77;410,31;652,84;1182,61;339,75;209,54
1972;Västra Götalands län;11,69;8,91;55,17;150,88;289,25;466,10;790,35;1017,18;1208,21;225,83
1972;Värmlands län;0,00;0,00;63,85;149,31;151,36;541,49;488,64;634,61;1314,06;190,97
1972;Örebro län;0,00;10,59;33,32;91,44;210,08;497,60;621,47;781,25;1042,16;186,62
1972;Västmanlands län;0,00;0,00;94,97;146,24;269,49;326,04;629,86;1144,60;1185,19;189,60
1972;Dalarnas län;0,00;0,00;64,34;108,61;157,57;503,87;697,56;1104,44;1260,69;212,11
1972;Gävleborgs län;0,00;19,88;42,80;180,15;137,71;488,34;829,67;625,00;1200,92;208,18
1972;Västernorrlands län;0,00;11,02;104,57;161,55;287,30;537,83;483,30;883,98;1261,83;221,41
1972;Jämtlands län;0,00;0,00;20,67;87,84;289,51;475,81;1229,51;993,50;977,65;262,60
1972;Västerbottens län;0,00;12,68;66,73;143,35;238,93;598,18;693,43;479,62;1338,29;202,37
1972;Norrbottens län;0,00;37,45;53,03;56,49;146,35;477,57;455,20;563,38;726,61;134,58
1971;Riket;3,08;14,41;49,36;123,60;250,56;467,03;693,21;893,29;1114,56;198,06
1971;Stockholms län;4,14;20,85;49,38;176,00;271,77;591,70;903,46;1159,15;926,81;203,08
1971;Uppsala län;0,00;15,05;47,51;114,91;344,40;643,70;913,24;804,95;1365,19;266,54
1971;Södermanlands län;0,00;12,71;39,56;138,81;287,09;698,36;924,66;927,36;2084,78;259,03
1971;Östergötlands län;0,00;7,99;50,18;140,15;271,53;402,21;419,84;555,34;1147,07;170,37
1971;Jönköpings län;0,00;9,65;81,15;76,04;284,61;422,54;840,79;1086,19;1010,95;214,07
1971;Kronobergs län;0,00;0,00;37,20;77,82;232,72;310,30;616,65;891,86;369,91;169,85
1971;Kalmar län;0,00;25,40;48,45;61,90;237,30;442,48;769,34;740,15;842,70;198,27
1971;Gotlands län;0,00;0,00;0,00;177,25;369,00;378,07;565,37;1456,31;404,86;221,70
1971;Blekinge län;0,00;20,82;40,90;42,58;100,09;300,50;155,28;767,75;918,13;118,39
1971;Skåne län;0,00;15,98;52,87;126,28;321,16;535,41;828,18;1021,56;1397,06;240,25
1971;Hallands län;30,63;0,00;62,70;100,28;395,73;236,19;514,04;1176,88;949,55;201,50
1971;Västra Götalands län;4,53;15,83;42,68;149,69;195,03;475,68;585,98;833,95;1421,54;193,87
1971;Värmlands län;10,38;9,99;51,86;160,02;228,37;210,03;458,25;585,22;991,44;157,14
1971;Örebro län;11,38;31,67;76,53;104,26;281,33;493,12;664,55;636,60;585,65;195,29
1971;Västmanlands län;0,00;0,00;53,94;89,45;195,81;506,12;386,85;686,24;612,56;141,15
1971;Dalarnas län;0,00;0,00;63,75;87,22;255,31;388,14;839,37;635,23;1029,48;194,47
1971;Gävleborgs län;0,00;20,14;31,36;63,66;176,90;403,62;674,27;731,35;1041,67;171,19
1971;Västernorrlands län;0,00;0,00;56,98;68,77;236,19;496,28;694,85;506,04;1197,60;182,62
1971;Jämtlands län;0,00;20,42;40,68;178,23;105,08;387,41;507,97;1243,20;1300,58;211,74
1971;Västerbottens län;0,00;12,68;40,01;57,67;277,13;422,78;1000,56;1414,43;923,08;211,64
1971;Norrbottens län;0,00;12,58;26,35;113,64;168,74;414,99;424,99;917,43;388,73;133,42
1970;Riket;4,08;17,96;44,93;117,78;227,34;442,14;720,28;915,14;988,53;189,11
1970;Stockholms län;3,97;26,13;60,90;137,08;315,58;519,37;687,78;923,64;1342,51;185,60
1970;Uppsala län;0,00;15,46;47,08;99,31;213,28;413,52;905,45;1363,07;1060,70;235,88
1970;Södermanlands län;0,00;26,37;65,02;141,23;171,64;625,22;910,36;1326,18;1294,03;241,13
1970;Östergötlands län;0,00;8,18;49,73;105,97;211,73;542,40;523,74;730,37;682,30;172,47
1970;Jönköpings län;0,00;0,00;29,94;99,95;206,04;398,41;639,51;580,69;515,91;152,50
1970;Kronobergs län;0,00;0,00;73,96;139,17;186,63;402,13;646,55;375,66;388,60;168,05
1970;Kalmar län;0,00;25,47;47,89;62,50;283,52;218,99;640,05;644,64;570,07;160,51
1970;Gotlands län;0,00;61,67;232,49;241,33;444,77;387,22;1141,23;486,03;400,80;288,60
1970;Blekinge län;21,14;0,00;40,33;42,69;102,68;240,18;698,74;584,51;905,66;139,25
1970;Skåne län;9,29;26,43;42,58;153,17;280,72;501,54;906,18;1147,52;1882,95;254,63
1970;Hallands län;14,95;0,00;15,77;169,79;201,96;348,43;325,20;622,41;754,24;149,86
1970;Västra Götalands län;6,53;14,01;42,21;123,73;176,11;409,19;611,09;836,82;697,67;167,21
1970;Värmlands län;0,00;10,33;50,73;32,18;128,19;277,85;448,67;835,38;658,20;128,75
1970;Örebro län;0,00;10,81;43,10;94,21;296,90;409,56;861,68;1028,14;915,56;204,73
